node_ID,out_degree,in_degree,core,weighted_out_degree,weighted_in_degree,weighted_degree,in_average_iat,in_mad_iat,in_median_iat,in_std_iat,in_min_iat,in_max_iat,in_quantile_25_iat,in_quantile_50_iat,in_quantile_75_iat,in_entropy_iat,in_call_count,in_average_measure,in_mad_measure,in_median_measure,in_std_measure,in_min_measure,in_max_measure,in_quantile_25_measure,in_quantile_50_measure,in_quantile_75_measure,in_entropy_measure,in_sum_measure,out_average_iat,out_mad_iat,out_median_iat,out_std_iat,out_min_iat,out_max_iat,out_quantile_25_iat,out_quantile_50_iat,out_quantile_75_iat,out_entropy_iat,out_call_count,out_average_measure,out_mad_measure,out_median_measure,out_std_measure,out_min_measure,out_max_measure,out_quantile_25_measure,out_quantile_50_measure,out_quantile_75_measure,out_entropy_measure,out_sum_measure
256,18,4,10,4564,1034,5598,99449.0,62648.666666666664,107823.0,73548.70813730631,5476.0,185048.0,56649.5,107823.0,146435.5,0.7374557411562732,4.0,258.5,87.0,245.5,100.9368614530886,135.0,408.0,189.75,245.5,314.25,1.3099729420538713,1034.0,4347.857142857143,2884.9271137026235,3591.0,3919.7493047700004,57.0,22365.0,1504.75,3591.0,6117.0,4.233698829214186,99.0,46.101010101010104,30.329150086725885,31.0,63.077072456533415,20.0,379.0,25.0,31.0,36.0,4.134892723051646,4564.0
257,18,4,10,4789,786,5575,86421.66666666667,94255.55555555556,24705.0,100241.32824782845,6755.0,227805.0,15730.0,24705.0,126255.0,0.4327077022043242,4.0,196.5,90.0,158.0,106.12845989648582,104.0,366.0,107.75,158.0,246.75,1.2488777047644344,786.0,4291.0204081632655,3147.104956268221,3045.0,3829.1979950503733,15.0,16185.0,981.5,3045.0,6518.0,4.191639032070789,99.0,48.37373737373738,37.070911131517136,30.0,76.70665437513213,20.0,466.0,23.0,30.0,35.5,4.010485060338499,4789.0
258,14,11,10,4426,3519,7945,4050.519230769231,3326.4774408284025,2263.5,4783.087538763672,16.0,25280.0,989.0,2263.5,4918.0,4.115031844703074,105.0,33.51428571428571,9.48462585034014,31.0,39.76624897853867,7.0,434.0,24.0,31.0,35.0,4.423992119799041,3519.0,3901.6666666666665,2799.3086419753095,2656.0,3684.725734805881,251.0,17801.0,1367.5,2656.0,5015.0,4.296921779683617,109.0,40.60550458715596,20.953623432371028,30.0,60.28190933897772,20.0,412.0,25.0,30.0,36.0,4.262628028015154,4426.0
259,14,13,10,3451,3769,7220,4516.684782608696,2984.7764650283566,3824.5,3923.622472003634,85.0,20823.0,1367.0,3824.5,6735.25,4.172817697817402,93.0,40.526881720430104,20.697190426638898,31.0,60.3385772207882,20.0,444.0,25.0,31.0,36.0,4.099798954541775,3769.0,5053.7468354430375,3710.9581797788824,3232.0,5579.663924066391,9.0,34140.0,1607.5,3232.0,6497.0,3.915476013512315,80.0,43.1375,27.711250000000014,29.0,69.43265509650341,6.0,453.0,25.0,29.0,34.0,3.8536489333418915,3451.0
260,3,14,10,854,4202,5056,3797.0446428571427,2659.251434948978,2817.5,3419.7990709261,5.0,16274.0,1279.0,2817.5,5586.0,4.337477417039606,113.0,37.1858407079646,14.269245829743937,30.0,40.89108102605079,20.0,319.0,25.0,30.0,35.0,4.457495961644799,4202.0,119655.5,29226.5,119655.5,29226.5,90429.0,148882.0,105042.25,119655.5,134268.75,0.6630129044098229,3.0,284.6666666666667,122.44444444444444,338.0,133.62218711310217,101.0,415.0,219.5,338.0,376.5,0.9700105020204581,854.0
261,7,14,10,1579,4325,5904,3738.8672566371683,2779.9039862166205,2723.0,3925.924019534504,8.0,21142.0,980.0,2723.0,4964.0,4.2726656266056535,114.0,37.93859649122807,14.459064327485372,31.0,46.85219107530061,20.0,398.0,26.0,31.0,36.0,4.432349819365486,4325.0,41053.666666666664,44335.88888888888,10908.0,51481.47545369003,1373.0,143426.0,8731.5,10908.0,56502.75,1.0906200530797485,7.0,225.57142857142858,102.48979591836735,245.0,116.1733398760627,59.0,390.0,129.5,245.0,313.0,1.802955050270321,1579.0
262,6,16,10,1688,4271,5959,4871.586206896552,3732.4098295679746,3332.0,4774.81125233678,46.0,21912.0,1207.5,3332.0,7847.0,4.029665159813343,88.0,48.53409090909091,36.3817148760331,29.5,77.2256064550831,20.0,471.0,26.0,29.5,34.0,3.900534718358678,4271.0,33020.0,33243.6,13691.0,42600.005877933865,1110.0,116129.0,5531.0,13691.0,28639.0,0.9052330808180722,6.0,281.3333333333333,116.44444444444446,227.5,129.3414945878631,115.0,456.0,208.75,227.5,401.5,1.6867728541478226,1688.0
263,5,15,10,1320,3828,5148,4074.349514563107,3087.5479310019787,2897.0,4547.451909380772,5.0,27756.0,1176.5,2897.0,5036.5,4.135033657325455,104.0,36.80769230769231,14.554733727810667,30.0,43.274854335416066,20.0,417.0,25.0,30.0,35.0,4.365479267953571,3828.0,66695.5,46370.75,37464.5,53590.243769272034,32416.0,159437.0,35333.5,37464.5,68826.5,1.1149698593439152,5.0,264.0,150.0,208.0,167.4359579062992,28.0,497.0,181.0,208.0,406.0,1.3757762312696422,1320.0
264,3,12,10,1089,3409,4498,4242.585858585859,2998.5554535251504,3133.0,4026.5704910501668,73.0,25176.0,1321.0,3133.0,6304.5,4.2067128421233315,100.0,34.09,10.827800000000007,29.0,42.6783539982507,20.0,451.0,24.75,29.0,35.0,4.349845784111368,3409.0,69042.0,54012.0,69042.0,54012.0,15030.0,123054.0,42036.0,69042.0,96048.0,0.3440974580745878,3.0,363.0,60.0,341.0,66.3525935187666,295.0,453.0,318.0,341.0,397.0,1.0822448862775516,1089.0
265,6,15,10,1406,4286,5692,3807.2201834862385,2865.98114636815,2653.0,3705.381888867182,14.0,19496.0,819.0,2653.0,5969.0,4.257922867985119,110.0,38.96363636363636,19.024132231404973,30.0,55.72055721067198,19.0,462.0,24.25,30.0,34.0,4.302901608190725,4286.0,71349.0,46101.2,53085.0,53393.15278572712,21974.0,164850.0,23735.0,53085.0,93101.0,1.3427798288954995,6.0,234.33333333333334,112.22222222222221,271.0,131.6037824515525,29.0,423.0,140.5,271.0,304.0,1.5997029310706141,1406.0
266,8,17,10,2358,4953,7311,4471.554347826087,3034.5106332703203,3353.5,3588.9638760466864,78.0,13992.0,1559.5,3353.5,6925.25,4.194623415317731,93.0,53.25806451612903,42.86992715920923,32.0,88.6882789440654,20.0,477.0,26.0,32.0,36.0,3.89297426409693,4953.0,50422.57142857143,33733.67346938776,39118.0,43158.83631708457,3211.0,139124.0,20870.5,39118.0,64882.0,1.5863689083460475,8.0,294.75,83.25,298.5,93.18496391585929,166.0,458.0,222.0,298.5,354.75,2.0290032555337096,2358.0
267,6,13,10,1787,3437,5224,4108.240384615385,2987.2659023668634,2895.5,4263.881514209235,14.0,25245.0,1477.0,2895.5,4924.25,4.21070841027625,105.0,32.733333333333334,8.22730158730159,30.0,23.150549378101953,20.0,245.0,25.0,30.0,35.0,4.532392155271312,3437.0,81344.6,81419.12,26656.0,104081.15564423754,121.0,281317.0,13709.0,26656.0,84920.0,0.877319637504557,6.0,297.8333333333333,89.5,312.5,108.98228704192664,131.0,463.0,222.5,312.5,359.75,1.7206713226430967,1787.0
268,7,4,7,2058,1416,3474,67716.66666666667,25831.55555555556,60741.0,29208.757640284686,35945.0,106464.0,48343.0,60741.0,83602.5,1.0060530936613132,4.0,354.0,37.5,355.0,37.596542394214914,313.0,393.0,318.25,355.0,390.75,1.3806416111068187,1416.0,54329.833333333336,42608.11111111112,39469.5,48627.78565256928,5203.0,137765.0,13613.5,39469.5,84175.25,1.3704546437577143,7.0,294.0,106.85714285714286,299.0,127.61549390929883,68.0,447.0,220.0,299.0,402.0,1.8365956514733737,2058.0
269,6,2,6,1589,676,2265,18672.0,0.0,18672.0,0.0,18672.0,18672.0,18672.0,18672.0,18672.0,0.0,2.0,338.0,106.0,338.0,106.0,232.0,444.0,285.0,338.0,391.0,0.6431321648795147,676.0,51050.0,40376.8,22312.0,42832.04303322455,12095.0,119261.0,17801.0,22312.0,83781.0,1.2644399121788386,6.0,264.8333333333333,87.94444444444446,312.0,121.50640129456372,1.0,352.0,274.25,312.0,340.75,1.6085871515477828,1589.0
270,6,4,7,1104,1790,2894,85055.33333333333,44942.8888888889,99218.0,50269.31956527317,17641.0,138307.0,58429.5,99218.0,118762.5,0.8839602366188813,4.0,447.5,23.5,452.5,25.656383221335,410.0,475.0,431.0,452.5,469.0,1.384637595220813,1790.0,72528.8,48335.27999999999,53558.0,62105.53604438174,15987.0,193367.0,42811.0,53558.0,56921.0,1.2982817883051547,6.0,184.0,120.0,200.0,127.87754559212757,11.0,329.0,66.25,200.0,306.75,1.4922937117535449,1104.0
271,4,4,7,658,857,1515,71425.33333333333,41883.777777777774,53255.0,45721.34512699973,26770.0,134251.0,40012.5,53255.0,93753.0,0.8987982085742143,4.0,214.25,66.125,242.0,79.04547741648474,82.0,291.0,197.5,242.0,258.75,1.3052667586706705,857.0,125826.33333333333,16397.55555555556,128415.0,19113.853620403766,101230.0,147834.0,114822.5,128415.0,138124.5,1.0868876491182695,4.0,164.5,65.5,173.5,73.45236551670749,58.0,253.0,119.5,173.5,218.5,1.27468218872503,658.0
272,6,8,7,1584,1783,3367,47202.57142857143,43089.67346938775,26634.0,49135.99174261787,693.0,134107.0,12441.0,26634.0,72051.0,1.418002195803099,8.0,222.875,126.125,220.5,146.1141997719592,7.0,460.0,122.0,220.5,304.75,1.826007078171577,1783.0,62929.4,59619.68000000001,17850.0,61424.179739252526,10516.0,150092.0,11373.0,17850.0,124816.0,1.116248759910316,6.0,264.0,110.66666666666667,261.5,140.3709371629327,31.0,451.0,193.25,261.5,371.75,1.6196000105714665,1584.0
273,6,4,7,1272,1056,2328,46637.0,30976.0,49637.0,36774.187468929886,173.0,90101.0,24905.0,49637.0,69869.0,0.6593253492152438,4.0,264.0,107.0,244.0,115.62871615649809,138.0,430.0,166.5,244.0,341.5,1.2906423032712835,1056.0,77157.4,54566.880000000005,52176.0,57723.43483404292,19522.0,161409.0,23357.0,52176.0,129323.0,1.3223009640784535,6.0,212.0,99.0,186.0,133.31166490596388,82.0,485.0,118.0,186.0,224.75,1.6153373722827395,1272.0
274,6,2,7,1884,204,2088,128761.0,0.0,128761.0,0.0,128761.0,128761.0,128761.0,128761.0,128761.0,0.0,2.0,102.0,101.0,102.0,101.0,1.0,203.0,51.5,102.0,152.5,0.030959142150673094,204.0,21092.0,13846.8,21975.0,15334.44934779205,2087.0,38677.0,5480.0,21975.0,37241.0,1.2935670475223924,6.0,314.0,132.0,389.5,141.95186977751766,98.0,451.0,197.25,389.5,414.5,1.6709049200288613,1884.0
275,6,5,7,1395,1585,2980,82793.25,52734.375,55407.0,62517.98573360709,32097.0,188262.0,38452.5,55407.0,99747.75,1.133392049887591,5.0,317.0,78.0,332.0,102.79883267819727,127.0,419.0,312.0,332.0,395.0,1.5476069690619219,1585.0,57396.2,52285.04,20096.0,54151.79089337674,3922.0,134443.0,17458.0,20096.0,111062.0,1.137790888492588,6.0,232.5,113.0,272.5,133.4737801967113,12.0,420.0,148.75,272.5,301.0,1.5759984012168746,1395.0
276,4,5,7,776,1633,2409,87603.75,82250.75,68362.5,87501.66041388872,1766.0,211924.0,7146.5,68362.5,148819.75,0.7922608291787189,5.0,326.6,57.279999999999994,367.0,60.4403838505349,233.0,386.0,277.0,367.0,370.0,1.5915838028110572,1633.0,133926.66666666666,39803.11111111112,148696.0,43977.13273458782,74222.0,178862.0,111459.0,148696.0,163779.0,1.0401328212099885,4.0,194.0,122.5,201.5,125.66423516657395,37.0,336.0,88.75,201.5,306.75,1.1470438839515773,776.0
277,4,3,7,740,520,1260,110156.5,66681.5,110156.5,66681.5,43475.0,176838.0,76815.75,110156.5,143497.25,0.4966827133885275,3.0,173.33333333333334,151.7777777777778,96.0,163.71995059314617,23.0,401.0,59.5,96.0,248.5,0.6502281852346712,520.0,94452.33333333333,67147.11111111111,46316.0,71243.41230987996,41868.0,195173.0,44092.0,46316.0,120744.5,0.8353861208128399,4.0,185.0,92.0,212.5,115.0369505854532,1.0,314.0,143.5,212.5,254.0,1.0863275330552424,740.0
278,6,3,7,1766,807,2573,146043.0,120987.0,146043.0,120987.0,25056.0,267030.0,85549.5,146043.0,206536.5,0.29267098550908266,3.0,269.0,148.66666666666666,179.0,158.6589633984373,136.0,492.0,157.5,179.0,335.5,0.9358086097571684,807.0,51797.0,40692.4,43816.0,52678.41483188346,3461.0,148695.0,6383.0,43816.0,56630.0,1.1005292553836858,6.0,294.3333333333333,108.44444444444441,265.0,131.89600280355563,82.0,484.0,243.5,265.0,391.5,1.6814697779787924,1766.0
279,4,9,7,766,1573,2339,48866.875,32562.84375,37472.5,38777.1853782527,6368.0,123459.0,20461.0,37472.5,69418.75,1.7612702219985998,9.0,174.77777777777777,103.03703703703702,152.0,116.50062258086176,31.0,348.0,66.0,152.0,317.0,1.9673246785745413,1573.0,99563.0,10318.0,104515.0,11177.886771061276,84086.0,110088.0,94300.5,104515.0,107301.5,1.092152511102559,4.0,191.5,152.5,135.5,173.5316973927242,34.0,461.0,41.5,135.5,285.5,0.9683874523527503,766.0
280,5,9,7,1438,1899,3337,42292.125,22597.875,41965.0,25248.408308433525,5063.0,71893.0,18819.75,41965.0,70172.5,1.8746871755911485,9.0,211.0,104.88888888888889,194.0,125.17365715055402,7.0,412.0,108.0,194.0,331.0,1.986655451074996,1899.0,69684.5,49940.0,51442.0,57909.368035318774,15037.0,160817.0,22098.25,51442.0,99028.25,1.0451210222505203,5.0,287.6,93.67999999999999,291.0,117.40800654129173,165.0,489.0,176.0,291.0,317.0,1.5289637700337562,1438.0
281,6,5,7,1595,1509,3104,82485.5,53249.25,66302.0,66008.92004305175,8354.0,188984.0,47458.25,66302.0,101329.25,1.055647901016898,5.0,301.8,126.96,295.0,148.06404019882748,81.0,495.0,212.0,295.0,426.0,1.474502885632372,1509.0,59403.8,39300.56,51530.0,43396.748497554516,9984.0,122810.0,18446.0,51530.0,94249.0,1.3199181881552706,6.0,265.8333333333333,94.88888888888891,281.5,118.06695369812654,103.0,462.0,177.25,281.5,313.75,1.688541624550827,1595.0
282,8,13,7,2074,3361,5435,33048.75,25138.833333333332,27106.5,33642.16449914452,668.0,113490.0,8075.0,27106.5,39550.5,2.0022245701944468,13.0,258.53846153846155,118.57988165680476,239.0,130.16712061784585,23.0,433.0,160.0,239.0,362.0,2.4185758414436687,3361.0,52654.28571428572,37874.97959183674,28978.0,45084.45392725044,11198.0,147427.0,28207.5,28978.0,62281.0,1.6310132758773994,8.0,259.25,155.75,308.0,167.6713675616681,17.0,437.0,117.5,308.0,411.0,1.8095944464927929,2074.0
283,5,5,7,1437,1378,2815,86205.75,41273.25,85551.0,41454.108519994734,41775.0,131946.0,46511.25,85551.0,125245.5,1.2657451878059756,5.0,275.6,52.720000000000006,247.0,57.25242352948913,204.0,361.0,244.0,247.0,322.0,1.588101814791063,1378.0,76261.0,53871.0,76055.0,58330.562323708145,228.0,152706.0,33471.0,76055.0,118845.0,1.0002992661020353,5.0,287.4,110.56000000000002,322.0,144.66872502375904,11.0,437.0,319.0,322.0,348.0,1.4120138765642463,1437.0
284,6,6,7,2035,944,2979,60855.2,26086.96,67242.0,28759.90318064371,19006.0,96055.0,37487.0,67242.0,84486.0,1.4845814882638675,6.0,157.33333333333334,100.33333333333333,163.0,105.67823280547839,21.0,294.0,59.5,163.0,249.25,1.5306845995822096,944.0,67634.8,54401.36000000001,39326.0,66124.93446620571,10580.0,190377.0,16995.0,39326.0,80896.0,1.1745236668359744,6.0,339.1666666666667,85.77777777777777,366.0,99.56139925805695,167.0,455.0,281.5,366.0,412.25,1.7445859878847783,2035.0
285,5,7,7,1084,1566,2650,55153.833333333336,41772.11111111111,34199.5,57972.60492800793,8025.0,180429.0,21387.75,34199.5,51264.5,1.3496415500016796,7.0,223.71428571428572,77.18367346938774,246.0,96.32343474789846,22.0,319.0,189.5,246.0,300.0,1.8180746115214468,1566.0,79306.0,51164.5,60805.0,57976.14917791626,26614.0,169000.0,28905.25,60805.0,111205.75,1.123941244880784,5.0,216.8,143.04000000000002,242.0,159.25627146206833,34.0,442.0,42.0,242.0,324.0,1.2960504711787184,1084.0
286,4,6,7,1495,1808,3303,27633.4,28314.079999999998,7383.0,30302.43092954755,1934.0,77143.0,2798.0,7383.0,48909.0,0.9882609667579529,6.0,301.3333333333333,128.66666666666666,263.0,143.9891971256486,134.0,496.0,180.0,263.0,440.5,1.6774517707541614,1808.0,68289.33333333333,5031.7777777777765,67370.0,5823.722997838715,61661.0,75837.0,64515.5,67370.0,71603.5,1.0949934998993192,4.0,373.75,97.375,428.0,114.35771727347482,179.0,460.0,348.5,428.0,453.25,1.3321207656230505,1495.0
287,1,7,7,180,2102,2282,67962.0,48337.333333333336,57307.0,56088.57615712252,5148.0,170743.0,24767.0,57307.0,91836.75,1.440243170841625,7.0,300.2857142857143,82.0408163265306,288.0,96.36791743212095,120.0,410.0,253.0,288.0,389.0,1.8886087230914967,2102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,0.0,180.0,0.0,180.0,180.0,180.0,180.0,180.0,0.0,180.0
288,6,6,7,1466,1899,3365,71272.4,60136.48,30733.0,68850.34481424185,4841.0,193682.0,27902.0,30733.0,99204.0,1.15655186750426,6.0,316.5,69.5,324.0,80.87387299575391,217.0,444.0,241.0,324.0,363.5,1.7588061678497755,1899.0,42500.6,26984.72,34587.0,30389.76101650028,9353.0,91784.0,16100.0,34587.0,60679.0,1.3489261616244026,6.0,244.33333333333334,74.55555555555554,266.0,103.75719519896226,33.0,369.0,238.0,266.0,294.0,1.6681628766297523,1466.0
289,5,8,7,1636,1469,3105,53370.142857142855,32005.551020408166,75212.0,33179.780699475785,4495.0,86706.0,21798.0,75212.0,81791.0,1.7052824991158069,8.0,183.625,69.125,169.0,86.4681118968143,81.0,374.0,123.0,169.0,216.0,1.97672443791451,1469.0,99494.0,55945.5,93383.5,74263.88224096555,1204.0,210005.0,64720.75,93383.5,128156.75,1.033686253859349,5.0,327.2,147.76,424.0,155.92741901282147,90.0,489.0,195.0,424.0,438.0,1.4767931911442935,1636.0
290,6,6,7,1620,1935,3555,68976.0,29956.4,64997.0,39391.21114157319,20947.0,138885.0,46093.0,64997.0,73958.0,1.4500902105619318,6.0,322.5,141.66666666666666,396.5,154.383451185676,108.0,499.0,179.25,396.5,420.25,1.6571964031453665,1935.0,77059.6,47883.520000000004,51097.0,50595.77045801358,25055.0,152940.0,35318.0,51097.0,120888.0,1.3951312875362034,6.0,270.0,141.66666666666666,246.0,157.71176240217468,79.0,496.0,131.5,246.0,406.25,1.6130152800432676,1620.0
291,4,8,7,1020,1941,2961,57772.42857142857,42078.04081632653,49953.0,56811.65022085106,3209.0,182941.0,17000.0,49953.0,67152.0,1.5076121246367644,8.0,242.625,99.125,242.5,128.51939299187495,31.0,449.0,182.0,242.5,294.5,1.919219047799973,1941.0,93810.66666666667,31069.55555555556,90637.0,36825.076839325426,50380.0,140415.0,70508.5,90637.0,115526.0,1.0197552890805397,4.0,255.0,113.5,222.0,140.7959516463453,98.0,478.0,163.25,222.0,313.75,1.2379647311211577,1020.0
292,4,7,7,1312,985,2297,65804.5,38911.333333333336,49797.0,53222.59542634751,6395.0,176605.0,42613.5,49797.0,66459.75,1.4923178703781508,7.0,140.71428571428572,121.9591836734694,115.0,142.32931059012836,2.0,408.0,9.5,115.0,220.5,1.3797859999618396,985.0,64357.0,33501.333333333336,52647.0,37183.65845368097,25815.0,114609.0,39231.0,52647.0,83628.0,0.9329558574261443,4.0,328.0,90.0,314.0,108.52188719332152,193.0,491.0,260.5,314.0,381.5,1.3318707979227784,1312.0
293,2,3,5,891,499,1390,122360.5,1237.5,122360.5,1237.5,121123.0,123598.0,121741.75,122360.5,122979.25,0.6930960376614933,3.0,166.33333333333334,78.88888888888889,222.0,83.72308854524871,48.0,229.0,135.0,222.0,225.5,0.9429981476289822,499.0,122998.0,0.0,122998.0,0.0,122998.0,122998.0,122998.0,122998.0,122998.0,0.0,2.0,445.5,9.5,445.5,9.5,436.0,455.0,440.75,445.5,450.25,0.6929197992745564,891.0
294,0,4,4,0,289,289,43859.333333333336,19017.555555555555,44085.0,23200.074372486157,15333.0,72160.0,29709.0,44085.0,58122.5,0.9463078692105908,4.0,72.25,23.75,64.0,29.14939965076468,42.0,119.0,51.75,64.0,84.5,1.3089710339955052,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,5,1,5,1594,457,2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,457.0,0.0,457.0,0.0,457.0,457.0,457.0,457.0,457.0,0.0,457.0,63556.75,52167.75,60889.0,52440.95158068263,9424.0,123025.0,12371.5,60889.0,112074.25,0.9915987709432847,5.0,318.8,78.32,356.0,99.73444740910736,123.0,404.0,350.0,356.0,361.0,1.5495933439061103,1594.0
296,3,7,7,782,1295,2077,69931.0,28936.0,66047.5,35077.93286383906,17736.0,121686.0,48731.0,66047.5,95344.5,1.6551577438407308,7.0,185.0,137.71428571428572,136.0,150.0599880047976,27.0,427.0,47.5,136.0,305.0,1.5997477918793048,1295.0,97222.0,35372.0,97222.0,35372.0,61850.0,132594.0,79536.0,97222.0,114908.0,0.6254186482477773,3.0,260.6666666666667,151.11111111111111,284.0,176.3204154058426,34.0,464.0,159.0,284.0,374.0,0.8138862319676712,782.0
297,1,4,5,287,633,920,105890.0,103626.0,49318.0,111259.99220144979,7023.0,261329.0,28170.5,49318.0,155323.5,0.5340645494415033,4.0,158.25,46.75,164.5,55.499436934080684,76.0,228.0,129.25,164.5,193.5,1.3197447593198086,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,287.0,0.0,287.0,0.0,287.0,287.0,287.0,287.0,287.0,0.0,287.0
298,3,5,7,924,1058,1982,66654.75,47682.25,55100.0,51741.923574481654,14092.0,142327.0,21412.75,55100.0,100342.0,1.0715735053754338,5.0,211.6,192.72,71.0,198.93677387552057,27.0,494.0,55.0,71.0,411.0,1.1515311242437434,1058.0,148227.5,125196.5,148227.5,125196.5,23031.0,273424.0,85629.25,148227.5,210825.75,0.27308606085779363,3.0,308.0,101.33333333333333,283.0,115.26491226735047,181.0,460.0,232.0,283.0,371.5,1.02897871682091,924.0
299,2,6,7,538,1335,1873,45009.0,44012.4,21757.0,55758.08475548636,1250.0,150942.0,1989.0,21757.0,49107.0,0.8965830477814887,6.0,222.5,128.5,196.5,148.54488659436694,58.0,489.0,99.0,196.5,295.5,1.5702966932529245,1335.0,163888.0,0.0,163888.0,0.0,163888.0,163888.0,163888.0,163888.0,163888.0,0.0,2.0,269.0,148.0,269.0,148.0,121.0,417.0,195.0,269.0,343.0,0.5330488752039668,538.0
300,6,5,7,1324,998,2322,92589.0,42460.5,75441.0,51164.53350710822,41964.0,177510.0,61543.5,75441.0,106486.5,1.2455034264421,5.0,199.6,122.72,155.0,156.39002525736737,58.0,492.0,79.0,155.0,214.0,1.3342168396301393,998.0,69618.2,59165.840000000004,30048.0,61685.46253178296,13439.0,161506.0,17453.0,30048.0,125645.0,1.2112776247542774,6.0,220.66666666666666,158.33333333333334,197.5,169.43009046670414,14.0,476.0,76.75,197.5,351.25,1.4579365451389876,1324.0
301,10,4,7,1648,893,2541,112728.66666666667,73728.88888888889,73634.0,79312.33127046231,41230.0,223322.0,57432.0,73634.0,148478.0,0.8625263841855766,4.0,223.25,99.25,264.0,117.64007607954018,35.0,330.0,168.5,264.0,318.75,1.2042692565200768,893.0,33129.444444444445,18153.7037037037,28345.0,26062.405700809362,7024.0,99151.0,15184.0,28345.0,33769.0,1.9398208520258604,10.0,164.8,122.71999999999998,127.0,147.77130979997438,3.0,467.0,40.5,127.0,262.0,1.886365033396618,1648.0
302,9,3,7,2309,947,3256,99871.0,44776.0,99871.0,44776.0,55095.0,144647.0,77483.0,99871.0,122259.0,0.5889724464397661,3.0,315.6666666666667,87.77777777777777,333.0,101.17421718116837,184.0,430.0,258.5,333.0,381.5,1.0443368246547027,947.0,36141.375,40035.8125,11731.0,52668.6894842123,3818.0,165861.0,5585.25,11731.0,30610.75,1.2985585761798781,9.0,256.55555555555554,113.06172839506172,246.0,146.10354860023162,21.0,478.0,214.0,246.0,336.0,2.0024120309573683,2309.0
303,5,5,7,1892,244,2136,73329.75,40206.625,53730.5,47281.358839266664,32115.0,153743.0,46744.5,53730.5,80315.75,1.202307337532256,5.0,48.8,40.56,19.0,44.874937325861524,7.0,126.0,19.0,19.0,73.0,1.2017374395086498,244.0,69332.25,44129.75,62066.5,50154.58013668841,9769.0,143427.0,32919.25,62066.5,98479.5,1.1016965251367743,5.0,378.4,54.32000000000001,388.0,66.44877726489781,266.0,462.0,355.0,388.0,421.0,1.593348889234667,1892.0
304,2,4,6,750,996,1746,108160.33333333333,93566.44444444444,72564.0,103180.08322776682,3407.0,248510.0,37985.5,72564.0,160537.0,0.5870774506150217,4.0,249.0,124.0,199.0,150.48754101253698,101.0,497.0,149.75,199.0,298.25,1.216970693061745,996.0,189551.0,0.0,189551.0,0.0,189551.0,189551.0,189551.0,189551.0,189551.0,0.0,2.0,375.0,54.0,375.0,54.0,321.0,429.0,348.0,375.0,402.0,0.6827430482038837,750.0
305,7,7,7,1783,1853,3636,52574.5,33663.0,38884.0,38491.74645622097,3461.0,114999.0,28855.25,38884.0,80001.0,1.5026471690174352,7.0,264.7142857142857,113.18367346938774,345.0,121.94813216599715,72.0,385.0,163.0,345.0,362.5,1.8213106584222873,1853.0,49070.166666666664,21224.77777777778,56035.5,25196.870774077393,12619.0,87723.0,29502.75,56035.5,60021.0,1.6439863309178753,7.0,254.71428571428572,126.40816326530613,274.0,158.25902302032245,1.0,458.0,168.0,274.0,357.0,1.683178239240533,1783.0
306,3,2,5,1083,830,1913,363192.0,0.0,363192.0,0.0,363192.0,363192.0,363192.0,363192.0,363192.0,0.0,2.0,415.0,76.0,415.0,76.0,339.0,491.0,377.0,415.0,453.0,0.676283407839942,830.0,149277.5,19224.5,149277.5,19224.5,130053.0,168502.0,139665.25,149277.5,158889.75,0.684831491526436,3.0,361.0,115.33333333333333,424.0,123.82514553460724,188.0,471.0,306.0,424.0,447.5,1.0332185606555488,1083.0
307,7,4,7,2085,1327,3412,71048.66666666667,69287.55555555556,36292.0,74821.74914347359,1874.0,174980.0,19083.0,36292.0,105636.0,0.5050365283707634,4.0,331.75,134.875,409.0,156.6403124996883,62.0,447.0,315.5,409.0,425.25,1.2350294018502166,1327.0,59024.666666666664,49257.1111111111,45382.5,69227.93870894097,300.0,206796.0,13202.0,45382.5,51704.5,1.18129194947562,7.0,297.85714285714283,76.44897959183673,314.0,96.05865555025456,147.0,474.0,239.5,314.0,335.5,1.893145053877983,2085.0
308,8,2,7,1664,794,2458,69899.0,0.0,69899.0,0.0,69899.0,69899.0,69899.0,69899.0,69899.0,0.0,2.0,397.0,48.0,397.0,48.0,349.0,445.0,373.0,397.0,421.0,0.6858200400725463,794.0,51129.42857142857,45270.897959183676,17539.0,52624.89370971863,5662.0,149575.0,13201.5,17539.0,79363.5,1.451975371581949,8.0,208.0,117.25,203.0,126.40905821973361,21.0,371.0,102.25,203.0,334.25,1.8661751096368269,1664.0
